text,prediction
 не напишет заявление в усть каменогорске люди поймали зоофила но полиция его отпустила в дайрект главного редактора одного из новостных порталов сырыма айткулова жители усть каменогорска отправили видеозапись на которой видно мужчину средних лет лежащего на собаке примерно в два часа ночи услышали как скулит собака в кустах не придали значения идем дальше как приблизились увидели какого то мужика который лежит подумали что валяется пьяный долго не могли разобраться поняв что он насилует собаку побежали в ближайший пункт полиции сразу же сообщили об увиденном полиция поверила не сразу проверили трезвы ли мы их тоже понять можно не каждый день такое происходит вместе с представителем власти пошли на место где поймали зоофила но задерживать его никто не стал в полиции сказали что заявление собака не напишет и экспертизу не сделает вот так зоофил убежал благо собака жива рассказали местные жители в полиции куда обратилось издание пока никак не прокомментировали инцидент напомним в июле уже был инцидент когда полиция не хотела возбуждать уголовное дело в отношении мужчины задавившего лошадь в связи с примирением сторон однако под напором общественности и по требованию известного казахстанского юриста уголовное дело по факту жестокого обращения с животным было возбуждено p s позже в пресс службе департамента полиции вко сообщили что данный факт зарегистрирован в установленном порядке проводится проверка и установление всех обстоятельств по результатам которой будет принято соответствующее процессуальное решение _shymkent_news шымкент shymkent kazakhstan нурсултан алматы shymkentcity nursultan казахстан тараз уральск turkestan ustkamenogorsk новостиказахстана новости news kz астана туркестан astana_city astana kostanay almaty karaganda казахстан 2022 чимкент устькаменогорск шымкент,0
как установили в дп шымкента организованная группа из 11 человек вербовала молодых девушек из разных городов рк через знакомых и соцсеть вконтакте им предлагали работу с хорошим окладом и условиями труда после путем обмана с изъятием документов девушек вовлекали в занятие проституцией в шымкенте таразе и туркестане доход присваивали себе в случае непослушания применяли насилие шантаж штрафы и принуждали к употреблению наркотиков подозреваемые задержаны начато расследование по нескольким статьям ,0
 пәтер жалға беремін шымкентте тағы бір алаяқтық жайты анықталды жалға пәтер беремін деп тұрғындардан заңсыз ақша алып айласын асырғандар саны азаймай тұр кезекті жайт шымкент қаласында орын алды әл фараби аудандық полиция басқармасына жергілікті азаматша арызданған ол өз арызында 41 жастағы азамат пәтер жалға беремін деп сеніміне кіріп қолма қол 80 000 сексен мың теңге ақшасын алып алаяқтық жолмен иемденіп кеткенін жазып көрсеткен полиция қызметкерлерімен жүргізілген жедел іздестіру жұмыстарының нәтижесінде осы қылмысқа қатысы бар шымкент қаласының тұрғыны анықталды ұсталған азаматтың жасы 41 де тұрақты жұмысы жоқ қала аумағында пәтерлерді жалға беріп пайда табуды кәсіпке айналдырғаны анықталды тергеу барысында оның алған ақшаны өз қажеттілігіне жаратып жібергені белгілі болды қазіргі кезде аталған дерек қк тің 190 бабы 1 бөлігімен алаяқтық тіркеуге алынып сотқа дейінгі тергеу амалдары жүргізілуде шымкент қаласы полиция департаментінің баспасөз қызметі 80 тыс взял лже арендодатель у квартиросъемщицы в шымкенте в управление полиции аль фарабийского района обратилась местная жительница в своем заявлении она указала что некий мужчина пообещав сдать ей в аренду квартиру взял наличные 80 тыс тенге и перестал выходить на связь в результате розыскных работ проведенных оперативниками установлен и доставлен в управление полиции 41 летний подозреваемый в настоящее время по факту проводится досудебное расследование по ч 1 ст 190 ук мошенничество пресс служба департамента полиции города шымкент,0
шымкент миссионерлікпен айналысқан азаматқа айыппұл салынды шымкент қаласы полиция департаментінің қызметкерлері экстремизмге қарсы іс қимыл бағытында қарқынды жұмыстар атқаруда атап айтсақ ағымдағы жылдың қазан айында экстремизмге қарсы іс қимыл басқармасының қызметкерлерімен жедел іздестіру шараларын жүргізу барысында жергілікті жердің 32 жастағы тұрғыны ұсталды ол араб тілін заңсыз оқыту курсын ашып онда теріс ағымдағы дінді үйретіп насихаттағаны яғни заңсыз миссионерлік қызметпен айналысқаны анықталды аталған азамат қр әқбтк нің 490 бабы 3 тармағы бойынша әкімшілік жауапкершілікке тартылды істі жүргізу барысында ол азамат 1 бір жыл ішінде дәл осы әкімшілік құқықбұзушылықты екінші рет қайталап отырғандығы белгілі болды осыған байланысты шымкент қаласы мамандандырылған әкімшілік сотымен жергілікті тұрғынға қр қк нің 490 бабының 8 тармағына сәйкес 612 600 алты жүз он екі мың алты жүз теңге көлемінде айыппұл салынды шымкент қаласы полиция департаментінің баспасөз қызметі шымкентца оштрафовали за незаконную миссионерскую деятельность сотрудники управления по противодействию экстремизму в ходе проведения оперативных мероприятий установили 32 летнего мужчину пропагандировавшего деструктивное религиозное течение и занимался незаконной миссионерской деятельностью за правонарушение гражданина привлекли к административной ответственности по статье 490 коап рк установлено что ранее он также привлекался к ответственности за данное правонарушение специализированным административным судом города шымкент на нарушителя наложен штраф в размере 612 600 тенге пресс служба департамента полиции города шымкент,0
дтп произошло 31 августа примерно в 7 55 на 446 километре трассы самара шымкент 46 летний водитель daewoo matiz не справился с рулевым управлением и автомобиль опрокинулся сообщает мой город в результате аварии водитель авто от полученных травм скончался на месте до приезда скорой помощи 38 летнюю женщину и 11 летнего мальчика доставили в центральную больницу сырымского района сообщили в дп зко в управлении здравоохранения зко сообщили что у женщины были диагностированы лишь ушибы ее отпустили на амбулаторное наблюдение ребёнок доставлен в областную детскую многопрофильную больницу о его состоянии врачи расскажут позже ведется досудебное расследование ,0
днем 31 августа житель шымкента обратился в полицию с заявлением передает иа newtimes kz со ссылкой на telegram канал мвд рк выяснилось что 50 летний мужчина приревновал свою сожительницу и напал на нее с ножом говорится в сообщении как отметили в ведомстве женщина скончалась на месте стражи порядка ведут расследование по статье убийство подозреваемый водворен в изолятор временного содержания расследование продолжается ,0
в шымкенте проводится анализ коррупционных рисков в деятельности ктж антикоррупционная служба по городу шымкент объявляет о проведении внешнего анализа коррупционных рисков в деятельности регионального филиала и линейных подразделений ао нк қазақстан темір жолы в ходе анализа будут изучены причины и условия совершения коррупционных правонарушений в сфере пассажирских и грузовых перевозок железнодорожным транспортом в случае наличия информации о коррупционных рисках и предложений по совершенствованию анализируемой сферы просим направлять на электронную почту taldau2021 2022 gmail com ваше мнение важно для нас прояви гражданскую инициативу в устранении коррупционных рисков в данной сфере ,0
помните жителя костанайской области который просил помощи у токаева его зовут руслан шарафутдинов сегодня этот мужчина заявил что его избили по словам шарафутдинова его дом продали человеку из акимата который и напал на него после обращения токаеву напомним в начале сентября в костанайской области произошли крупные лесные пожары президент вылетел в регион где пообщался с местными жителями одним из них был руслан шарафутдинов который выкрикнул из толпы о своей проблеме и попросил главу государства помочь ему руслан рассказал президенту что пытается вернуть свой дом по его словам жильё незаконно продали через акимат костаная с помощью поддельных документов руслан добавил что проблема произошла из за того что дом был записан на его дедушку который скончался 10 лет назад на протяжении всего этого времени документы на недвижимость не переоформлялись президент тогда пообещал мужчине разобраться алматы новости нурсултан шымкент авария происшествие драка криминал дороги криспи казахстан жолполициясы акиматалматы токаев девушка интересное оптовыепродажи распродажа скидки интересное барахолка купитьвалматы найти топ лучшее,0
в шымкенте задержана опг которая продавала молодых казахстанок в сексуальное рабство как установили в дп шымкента организованная группа из 11 человек вербовала молодых девушек из разных городов рк через знакомых и соцсеть вконтакте им предлагали работу с хорошим окладом и условиями труда после путем обмана с изъятием документов девушек вовлекали в занятие проституцией в шымкенте таразе и туркестане доход присваивали себе в случае непослушания применяли насилие шантаж штрафы и принуждали к употреблению наркотиков подозреваемые задержаны начато расследование по нескольким статьям t me newsnurkz,0
как установили в дп шымкента организованная группа из 11 человек вербовала молодых девушек из разных городов рк через знакомых и соцсеть вконтакте им предлагали работу с хорошим окладом и условиями труда после путем обмана с изъятием документов девушек вовлекали в занятие проституцией в шымкенте таразе и туркестане доход присваивали себе в случае непослушания применяли насилие шантаж штрафы и принуждали к употреблению наркотиков подозреваемые задержаны начато расследование по нескольким статьям источник elitarnews kazakhstan media,0
подразделениями мвд рк дп шымкент и дкнб в центре мегаполиса у забора одного из домов и в овраге лесополосы найдены схроны оружия изъяты два обреза охотничьего ружья пистолет похожий на тт семизарядный карабин со сбитыми номерами автомат калашникова гладкоствольное ружье сайга охотничье ружье бенелли полицейский щит штурм и бронежилет а также 115 патронов и учебная граната ф 1 проводится досудебное расследование по статье незаконное пиобретение сбыт хранение и ношение оружия боеприпасов и взрывчатых веществ назначены экспертизы ,0
водитель тoyota сamry 30 на автодороге самара шымкент не справилась с управлением и авто опрокинулось в кювет 3 летний пассажир скончался на месте n nназначены судебно медицинская и автотехническая экспертизы начато досудебное расследование по статье 345 части 3 ук рк нарушение правил дорожного движения или эксплуатации транспортных средств лицами управляющими транспортными средствами n n нлвлстиказахстана новостишымкента дтп авария сергекшымкент polisiakz,0
39 летнего жителя шымкента обвинили в попытке изнасилования 6 летней дочери трагедии удалось избежать благодаря матери девочки которая увидев голого мужа на рыдающем ребенке нанесла ему несколько ножевых ранений эта шокирующая история произошла еще 12 сентября в 700 км от шымкента в южной столице именно туда гражданин жакипов житель южного мегаполиса приехал навестить жену и детей встреча бывших супругов неожиданно переросла в насилие и поножовщину по словам правозащитницы дины тансари после ужина пьяный мужчина схватил за волосы экс супругу и жестоко надругался над ней в ванной женщина еле подняла себя и увидела страшную картину в комнате на дочери лежал голый отец и пытался стащить с нее нижнее белье в это время в глазах будто помутнело говорит женщина она нанесла ему несколько ударов ножом в спину сначала как сообщила сестра постадавшей он запер детей в комнате после изнасилования жены он пошел в комнату открыл дверь ключом и позвал дочку лежал на дочери голый ласкал ее по волосам лицу пытался снять с нее шорты мать пыталась оттолкнуть его била он поворачивался в ее сторону и пинал по ногам она умоляла ради аллаха оставить ее но его это не останавливало он был обкуренный и пьяный она схватила первый попавшийся предмет это был нож и сначала ударила в спину он стягивал уже трусы с девочки она нанесла удары снова и снова рассказывает дина тансари правозащитница после этого как сообщили в департаменте полиции алматы мужчину с проникающими колото резаными ранениями печени и прямой кишки госпитализировали на его бывшую супругу завели уголовное дело по статье 106 часть 1 умышленное причинение тяжкого вреда здоровью в обстоятельствах разбираются правоохранительные органы женщина под домашним арестом ей грозит от 3 до 8 лет лишения свободы а вот дело по факту изнасилования женщины и попытке изнасилования несовершеннолетней дочери так и не возбудили правозащитники же бьют тревогу неравнодушные казахстанцы организовали петицию с целью ужесточить наказание для насильника который оказался в амплуа потерпевшего и просят президента обратить внимание на вопиющее преступление ,0
шымкент сенаторлар мәслихат депутаттарымен кездесті қазақстан республикасы парламенті сенаттың конституциялық заңнама сот жүйесі және құқық қорғау органдары комитетінің депутаттары шымкент қаласы мәслихатының депутаттарымен кездесті кездесу барысында қылмыстық іс жүргізу заңнамасын одан әрі жетілдіру мәселелері зерделенді отырысты ашқан комитет төрағасы владимир волков заңнаманы жақсарту мәселелері ел азаматтарының конституциялық құқықтарына тікелей қатысты екендігін айтты қылмыстық іс жүргізу заңнамасын жетілдіру аясында жеке адамның құқықтарын қорғауды күшейту туралы есірткіге байланысты жеке адам мен меншікке қарсы қылмыстар және басқа да ауыр қылмыстар үшін жауапкершілікті қатаңдатуға бағытталған заңдар қабылданды сондай ақ қылмыстық процестегі үш буынды үлгінің тартымды тұстары бар деген ол сот жүйесін жетілдіру масатында жүргізіліп жатқан жұмыстардың қорытындысы бойынша тиісті заң жобалары әзірленетінін айтты ,0
хотите добавить стиля в свой образ обращайтесь предложим варианты обдумаем ваши пожелания скорректируем и навыдумываем новое дерзай вместе с elena tattoo_almaty алматы новости нурсултан шымкент авария происшествие драка криминал дороги криспи казахстан жолполициясы акиматалматы токаев девушка интересное оптовыепродажи распродажа скидки интересное барахолка купитьвалматы найти топ лучшее,0
 алматы новости нурсултан шымкент авария происшествие драка криминал дороги криспи казахстан жолполициясы акиматалматы токаев девушка интересное оптовыепродажи распродажа скидки интересное барахолка купитьвалматы найти топ лучшее,0
 репост https vk com wall 42947784_293622 cвадьба в период бушевания короновируса ,0
дтп произошло 31 августа примерно в 7 55 на 446 километре трассы самара шымкент как проинформировали в департаменте полиции зко 46 летний водитель daewoo matiz не справился с рулевым управлением и автомобиль опрокинулся в результате аварии водитель авто от полученных травм скончался на месте до приезда скорой помощи 38 летнюю женщину и 11 летнего мальчика доставили в центральную больницу сырымского района пояснили в ведомстве в пресс службе управления здравоохранения зко сообщили что у женщины были диагностированы лишь ушибы её отпустили на амбулаторное наблюдение ребёнок доставлен в областную детскую многопрофильную больницу о его состоянии врачи расскажут позже ведётся досудебное расследование ,0
трагедия произошла в селе кайнар 16 сентября около 9 часов утра после получения информации на место происшествия выехала следственно оперативная группа полицейские установили что водитель автомобиля марки lada 211440 то есть несовершеннолетний подросток двигаясь в направлении г шымкента не справился с управлением и выехал на обочину в этот момент водитель сбил девочку подростка которая шла по тротуару в результате девочка скончалась в карете скорой помощи по дороге в больницу несовершеннолетнего водителя и его пассажира госпитализировали с различными телесными повреждениями как выяснилось подросток воспользовался отсутствием дома отца и без разрешения забрал его автомашину в настоящее время проводится досудебное расследование по ч 3 ст 345 ук рк нарушение правил дорожного движения или эксплуатации транспортных средств лицами управляющими транспортными средствами ,0
с 17 по 23 октября полицейские шымкента проводят оперативно профилактическое мероприятие кару главная цель мероприятия осуществление государственного контроля за оборотом гражданского оружия в ходе опм проводится проверка владельцев оружия а также охотничьих магазинов охранных агентств на сегодняшний день из незаконного оборота изъято 11 единиц оружия по выявленным недостаткам нарушители привлечены к соответствующей административной ответственности с начала года при проверке владельцев оружия к административной ответственности привлечено 715 человек из них 501 человек привлечены к ответственности за нарушение правил хранения этого оружия otyrarkz,0
департаментом афм по городу шымкент окончено уголовное дело по факту реализации поддельных денежных средств в сумме 9300 долларов сша 100 долларовыми купюрами и психотропных веществ в виде синтетического наркотика мефедрон в особо крупном размере в отношении подозреваемого была избрана мера пресечения в виде содержания под стражей приговором суда задержанный был признан виновным ему назначено наказание в виде лишения свободы сроком на 10 лет ,0
команда ranking kz провела анализ коррупционных правонарушений совершённых служащими акиматов страны и из структурных подразделений за январь июль этого года за аналогичный период прошлого года на чистую воду вывели 87 казахстанских чиновников коррупционеров а в этом году 91 служащий пакетиков и их структурных подразделений совершил такие деяния это рекордное значение за последние годы стоит отметить что именно в 2021 2022 годах численность служащих акиматов совершивших коррупционные правонарушения значительно превысила показатели предыдущих лет для сравнения в аналогичном периоде 2020 года было 11 правонарушителей 2019 го 23 2018 го 22 сообщает сайт возможно что стали больше выявлять фактов а не закрывать на них глаза как вы считаете больше всего служащих акиматов были привлечены к ответственности за присвоение или растрату вверенного чужого имущества 28 человек получение взятки 26 человек дачу взятки 19 человек мошенничество 14 человек по регионам смотрите показатели в карусели лидируют туркестанская кызылординская области и город шымкент 13 11 и 9 случаев соответственно в павлодарской области 6 зарегистрированных фактов коррупции среди сотрудников акимата это близко к среднему показателю из ярких случаев нашего региона в этом году коррупционный эпизод с руководителем управления культуры самал бегалиновой и последующим неувольнением ее начальницы айзады курмановой tipavlo по информации ranking kz фото из forbest kz инфографика ranking kz,0
шымкентте жол апатынан toyota land cruiser prado жол талғамайтын көлігі аударылып кетті 17 қыркүйекке қараған түні бәйдібек би даңғылы мен назарбеков көшесінің қиылысында тойота прадо және lada ваз 2109 автокөліктерінің соқтығысуы орын алды деп хабарлайды шұғыл шақырылым бағдарламасының тілшісі соқтығысу нәтижесінде жол талғамайтын көлік аударылып қалған жол апатынан ешкім ауыр жарақат алған жоқ полиция оқиғаның мән жайын анықтап жатыр внедорожник toyota land cruiser prado опрокинулся на крышу в результате дтп в шымкенте в ночь на 17 сентября в на пересечении проспекта байдибек би и улицы назарбекова произошло столкновение автомобилей тойота прадо и lada ваз 2109 сообщает корреспондент программы экстренный вызов в результате столкновения внедорожник перевернулся на крышу в дтп серьезных травм никто из участников аварии не получил госпитализация не понадобилась полиция выясняет обстоятельства случившегося ,0
 1612info похищение избиение взятие в заложники и вымогательство переквалифицировали в самоуправство по приказу прокурора житель города шымкента жуманов алмас был похищен местной бандой и находился в заложниках около недели у него преступники потребовали 60 миллионов тенге к счастью ему удалось убежать из квартиры где его удерживали в заложниках далее жуманов а подал заявление в полицию на преступников после чего был задержан один из предполагаемых преступников при задержании был изъят телефон где были видеодоказательства того что алмаса избивали и вымогали деньги однако с течением времени телефон был исчез и был заменен на другой телефон данные факты были выявлены и доказаны на преступников заведены уголовные дела по статье вымогательство и объявлены в розыск теперь выяснилось о том что прокуратура г шымкент во главе которого находится главный прокурор муканов габит делают все возможное чтобы переквалифицировать дело по статье самоуправство по данной статье предусмотрен всего лишь штраф либо задержание на 20 суток то есть в г шымкент вас могут избить взять в заложники и вымогать деньги и за это никого не накажут а всего лишь выпишут штраф и отпустят на свободу и все это прикрывает сама прокуратура и это всего лишь единичный случай а ведь таких историй на самом деле не один как обычно в казахстане вы не защищены законом назначенцы токаева не понесут наказания более того получат повышение и эти преступники в погонах будут прикрывать бандитов всеми своими возможностями вот такой у нас новый казахстан ,0
уважаем старших у всех есть родители котором уже тяжело с возрастом алматы новости нурсултан шымкент авария происшествие драка криминал дороги криспи казахстан жолполициясы акиматалматы токаев девушка интересное оптовыепродажи распродажа скидки интересное барахолка купитьвалматы найти топ лучшее,0
свидетелями неприятного инцидента стали пассажиры автобусов 27 и 35 в шымкенте водители общественного транспорта не могли поделить дорогу и устроили между собой гонки байга на дороге закончилась конфликтом коллеги вышли из салонов и продолжили выяснять отношения на улице все это время пассажирам пришлось ждать пока водители придут к компромиссу и продолжат свой путь инцидент произошел на перекрестке улицы байтурсынова мадели кожа видеозапись распространилась в социальных сетях к слову этот инцидент между шымкентскими автобусниками далеко не первый происходящее сняли на видео очевидцы с призывом чтобы управление пассажирского транспорта и автомобильных дорог как то решало проблему в ведомстве пояснили водителям объявят строгий выговор а если подобное повторится то уволят в настоящее время управлением пассажирского транспорта и автомобильных дорог города шымкента дано поручение принять соответствующие меры тоо туркестанская транспортная компания ттк компании перевозчику которой принадлежат автобусные маршруты 27 и 35 показанные в видеоролике в свою очередь заместитель руководителя компании перевозчика укибаев абдибек сообщил что график движения двух указанных автобусных маршрутов идет в одном направлении автобусные маршруты не соответствуют своему расписанию в результате двое поссорились драки не было в настоящее время от водителей получают разъяснения а также водителям объявят строгий выговор в случае если данное обстоятельство произойдет еще раз водителей предупредили что будут приняты меры по увольнению сообщили в ведомстве шымкент,0
вчера в 8 утра на трассе самара шымкент столкнулись газель и пассажирский автобус yutong в результате дтп на месте происшествия от полученных травм скончался один из пассажиров автобуса еще пятеро доставлены в больницу с различными травмами данный факт зарегистрировали по ст 345 ч 3 ук рк нарушение правил дорожного движения или эксплуатации транспортных средств лицами управляющими транспортными средствами назначены экспертизы водитель газели выехавший на встречную полосу задержан выясняются все обстоятельства произошедшего рolisia kz новостиказахстан новоституркестан дтп авария сергектуркестан polisiakz,0
за январь июль 2022 года в казахстане коррупционные правонарушения совершил 91 служащий акиматов и их структурных подразделений что является рекордным показателем за последние годы по данным анализа ranking kz в аналогичном периоде 2021 года в данном преступлении уличили 87 коррупционеров в разрезе статей коррупционных правонарушений больше всего служащих акиматов было привлечено к ответственности за присвоение или растрату вверенного чужого имущества п 2 ч 3 ст 189 ук рк 28 человек получение взятки ст 366 ук рк 26 человек дачу взятки ст 367 ук рк 19 человек мошенничество п 2 ч 3 ст 190 ук рк 14 человек в региональном разрезе наибольшее количество работников акимата были пойманы за руку в туркестанской области 13 человек впрочем в акиматах области проблема коррупции всегда стояла остро более того именно из за коррупционных скандалов 26 августа 2022 года бывший глава региона подал в отставку среди антилидеров по численности коррупционных правонарушителей также оказались кызылординская область 11 человек и город шымкент 9 человек ,0
в шымкенте пресекли деятельность преступной группы которая занималась торговлей несовершеннолетними для сексуальной эксплуатации на территории шымкента тараза и туркестана сообщает vera kz со ссылкой на polisia kz опг состояла из 11 человек молодых девушек вербовали из разных городов казахстана через знакомых и социальную сеть вконтакте им предлагали высокооплачиваемую работу с хорошими условиями труда после чего обманным путём забирали документы и вовлекали в проституцию девушек могли продать или обменять для дальнейшей эксплуатации в съёмных квартирах саунах и гостиницах к тем кто отказывался выполнять требования применяли насилие девушек шантажировали и принуждали к употреблению наркотиков ,0
